Supplier Type,Supplier Name,Vlookup1,Vlookup2,DGS Certification,Supplier ID,Supplier #,PO ID,PO #,PO Date,Ln-Sch-Dst,Line Descr,NIGP,O/I,Category,Goods (Amt),Services (Amt),Construction (Amt),IT (Amt),
,"MOTTLAB WEST, INC.",,,LRG,56760,1,2000026642,1,7/7/23,01 01 01,MJ0060 SATRC Move Lab benches (LUMP SUM),96200,,SERVICES,$0.00,"$3,680.00",$0.00,$0.00,
,MOUNTAIN PACIFIC SPORTS F,,,LRG,30150,1,2000027914,1,1/5/24,01 01 01,Men's Swim & Dive Conference Dues - Indi,96200,,SERVICES,$0.00,"$1,750.00",$0.00,$0.00,
,MOUNTAIN PACIFIC SPORTS F,,,LRG,30150,0,2000027914,0,1/5/24,01 01 02,Men's Swim & Dive Conference Dues - Indi,96200,,SERVICES,$0.00,"$1,750.00",$0.00,$0.00,
,MOUNTAIN PACIFIC SPORTS F,,,LRG,30150,0,2000027914,0,1/5/24,02 01 01,Women's Swim & Dive Conference Dues - In,96200,,SERVICES,$0.00,"$1,750.00",$0.00,$0.00,
,MOUNTAIN PACIFIC SPORTS F,,,LRG,30150,0,2000027914,0,1/5/24,02 01 02,Women's Swim & Dive Conference Dues - In,96200,,SERVICES,$0.00,"$1,750.00",$0.00,$0.00,
,MOVING IMAGE TECHNOLOGIES,,,LRG,57127,1,2000027366,1,10/4/23,01 01 01,MJ0060 SATRC  - labor - FABRICATE AND IN,96200,,SERVICES,$0.00,"$10,373.00",$0.00,$0.00,
,MOVING IMAGE TECHNOLOGIES,,,LRG,57127,0,2000027366,0,10/4/23,02 01 01,MJ0060 SATRC  Materials (tax included),96200,,SERVICES,$0.00,"$19,193.46",$0.00,$0.00,
,MURPHY STRUCTURAL ENGINEE,,,LRG,47266,1,2000026719,1,7/17/23,01 01 01,MJ0086 Chumash Renovation-Structural Des,96200,,SERVICES,$0.00,"$7,500.00",$0.00,$0.00,
,MURPHY STRUCTURAL ENGINEE,,,LRG,47266,0,2000026942,1,8/14/23,01 01 01,Building 21A Crane Connection Review per,96200,,SERVICES,$0.00,"$3,000.00",$0.00,$0.00,
,MURPHY STRUCTURAL ENGINEE,,,LRG,47266,0,2000027590,1,11/19/23,01 01 01,MJ0072 Bldg. 070 Renovation  (LUMP SUM),96200,,SERVICES,$0.00,"$2,200.00",$0.00,$0.00,
,"MURRAY,PHILIP DBA RELIABL",,,LRG,53737,1,2000022632,1,12/2/21,01 01 01,Equipment Room Washer Repairs for FY 21/,96200,,SERVICES,$0.00,"-$4,766.06",$0.00,$0.00,
,MUSTANG LANES,,,LRG,14430,1,2000026956,1,9/1/23,01 01 01,Kinesiology Bowling Course Fees,96200,,SERVICES,$0.00,"$124,800.00",$0.00,$0.00,
,MY AUCTION HOUSE LLC,,,LRG,58002,1,2000028309,1,3/12/24,01 01 01,Forklift,2000,,Construction,$0.00,$0.00,$900.36,$0.00,
,MY AUCTION HOUSE LLC,,,LRG,58002,0,2000028309,0,3/12/24,01 01 02,Forklift,2000,,Construction,$0.00,$0.00,"$11,433.39",$0.00,
,MY AUCTION HOUSE LLC,,,LRG,58002,0,2000028309,0,3/12/24,02 01 01,Shipping,96200,,Construction,$0.00,$0.00,"$1,390.50",$0.00,
,MY AUCTION HOUSE LLC,,,LRG,58002,0,2000028309,0,3/12/24,02 01 02,Shipping,96200,,Construction,$0.00,$0.00,$109.50,$0.00,
,"MYERS,REBECCA-WTHD",,,LRG,49218,1,2000027977,1,1/19/24,01 01 01,2024 Bach Week Guest Artist,96200,,SERVICES,$0.00,"$1,775.00",$0.00,$0.00,
,"MYERS,REBECCA-WTHD",,,LRG,49218,0,2000027977,0,1/19/24,02 01 01,2024 Bach Week Guest Artist - Travel,96200,,SERVICES,$0.00,$650.00,$0.00,$0.00,
,"NAC PHILOTECHNICS, LTD",,,LRG,57292,1,2000027572,1,11/28/23,01 01 01,Waste Management Transportation Processi,96200,,SERVICES,$0.00,"$3,000.00",$0.00,$0.00,
,NACADA,,,LRG,2928,1,2000023616,1,4/26/22,01 01 01,Consulting services including campus pre,91800,,SERVICES,$0.00,"-$2,904.77",$0.00,$0.00,
,NACADA,,,LRG,2928,0,2000026825,1,7/20/23,01 01 01,"Speaker - Dr. Jermaine Pipkins ""Transfor",91800,,SERVICES,$0.00,"$4,700.00",$0.00,$0.00,
,NACADA,,,LRG,2928,0,2000026825,0,7/20/23,01 01 01,"Speaker - Dr. Jermaine Pipkins ""Transfor",91800,,SERVICES,$0.00,"-$1,057.95",$0.00,$0.00,
,NACADA,,,LRG,2928,0,2000027200,1,9/25/23,01 01 01,Consulting Services to improve Academic,91800,,SERVICES,$0.00,"$40,000.00",$0.00,$0.00,
,NACADA,,,LRG,2928,0,2000027200,0,9/25/23,02 01 01,Travel Expenses,91800,,SERVICES,$0.00,"$5,000.00",$0.00,$0.00,
,NACUBO,,,LRG,181,1,2000027779,1,12/7/23,01 01 01,Phase 1: Multi-Year Budget Transition,91800,,SERVICES,$0.00,"$83,000.00",$0.00,$0.00,
,NATIONAL AQUATIC SERVICES,,,LRG,56905,1,2000026946,1,8/15/23,01 01 01,Leak detection for the Therapy Pool. Per,96200,,SERVICES,$0.00,"$21,143.00",$0.00,$0.00,
,NATIONAL EFFECTIVE TEACHI,,,LRG,57856,1,2000028355,1,3/15/24,01 01 01,Workshop Registration March 18-19 2024,92400,,SERVICES,$0.00,"$20,150.00",$0.00,$0.00,
,NATIONAL ELEVATOR INSPECT,,,LRG,33842,1,2000026924,1,8/2/23,01 01 01,Perform annual CA State elevator inspect,96200,,SERVICES,$0.00,$459.32,$0.00,$0.00,
,NATIONAL ELEVATOR INSPECT,,,LRG,33842,0,2000026924,0,8/2/23,02 01 01,Bookstore,96200,,SERVICES,$0.00,$383.35,$0.00,$0.00,
,NATIONAL ELEVATOR INSPECT,,,LRG,33842,0,2000026924,0,8/2/23,03 01 01,Dining,96200,,SERVICES,$0.00,$496.39,$0.00,$0.00,
,NATIONAL ELEVATOR INSPECT,,,LRG,33842,0,2000026924,0,8/2/23,04 01 01,Housing,96200,,SERVICES,$0.00,$229.66,$0.00,$0.00,
,NATIONAL ELEVATOR INSPECT,,,LRG,33842,0,2000026924,0,8/2/23,05 01 01,Housing CV,96200,,SERVICES,$0.00,"$1,837.28",$0.00,$0.00,
,NATIONAL ELEVATOR INSPECT,,,LRG,33842,0,2000026924,0,8/2/23,06 01 01,Housing YTT,96200,,SERVICES,$0.00,"$2,133.84",$0.00,$0.00,
,NATIONAL ELEVATOR INSPECT,,,LRG,33842,0,2000026924,0,8/2/23,07 01 01,PAC,96200,,SERVICES,$0.00,$688.98,$0.00,$0.00,
,NATIONAL ELEVATOR INSPECT,,,LRG,33842,0,2000026924,0,8/2/23,08 01 01,Parking Structures,96200,,SERVICES,$0.00,"$1,911.42",$0.00,$0.00,
,NATIONAL ELEVATOR INSPECT,,,LRG,33842,0,2000026924,0,8/2/23,09 01 01,State,96200,,SERVICES,$0.00,"$10,518.14",$0.00,$0.00,
,NATIONAL ELEVATOR INSPECT,,,LRG,33842,0,2000026924,0,8/2/23,10 01 01,UU,96200,,SERVICES,$0.00,$383.35,$0.00,$0.00,
,NATIONAL ELEVATOR INSPECT,,,LRG,33842,0,2000026924,0,8/2/23,11 01 01,Tech Park,96200,,SERVICES,$0.00,$229.66,$0.00,$0.00,
,NATIONAL ELEVATOR INSPECT,,,LRG,33842,0,2000026924,0,8/2/23,12 01 01,Housing PCV,96200,,SERVICES,$0.00,"$2,296.60",$0.00,$0.00,
,NATIONAL OPINION RESEARCH,National Opinion Research Center,NP,LRG,47583,1,2000027821,1,12/20/23,01 01 01,Purchase of NORC access to proprietary I,20800,,IT,$0.00,$0.00,$0.00,"$4,350.00",
,NATIONAL OPINION RESEARCH,National Opinion Research Center,NP,LRG,47583,0,2000027821,0,12/20/23,02 01 01,Purchase of NORC additional user access,20800,,IT,$0.00,$0.00,$0.00,"$2,250.00",
,"NAVVIS US, INC",,,LRG,57473,1,2000027875,1,12/29/23,01 01 01,NavVis VLX2 Mobile mapping system,57800,,SERVICES,$0.00,"$19,841.25",$0.00,$0.00,
,"NAVVIS US, INC",,,LRG,57473,0,2000027875,0,12/29/23,01 01 01,NavVis VLX2 Mobile mapping system,57800,,SERVICES,$0.00,"-$1,341.25",$0.00,$0.00,
,"NAVVIS US, INC",,,LRG,57473,0,2000027875,0,12/29/23,02 01 01,HW Support 3 Years,96200,,SERVICES,$0.00,$450.00,$0.00,$0.00,
,"NAVVIS US, INC",,,LRG,57473,0,2000027875,0,12/29/23,03 01 01,NavVis Software Upgrades 3 Years,96200,,SERVICES,$0.00,"$11,520.17",$0.00,$0.00,
,"NAVVIS US, INC",,,LRG,57473,0,2000027875,0,12/29/23,03 01 02,NavVis Software Upgrades 3 Years,96200,,SERVICES,$0.00,"$1,979.83",$0.00,$0.00,
,"NAVVIS US, INC",,,LRG,57473,0,2000027875,0,12/29/23,04 01 01,NavVis IVION core 25 1 year,96200,,SERVICES,$0.00,"$1,825.00",$0.00,$0.00,
,"NAVVIS US, INC",,,LRG,57473,0,2000027875,0,12/29/23,05 01 01,IVION Support 1 Year,96200,,SERVICES,$0.00,$175.00,$0.00,$0.00,
,"NAVVIS US, INC",,,LRG,57473,0,2000027875,0,12/29/23,06 01 01,NavVis VLX User Onboarding,96200,,SERVICES,$0.00,"$1,750.00",$0.00,$0.00,
,"NAVVIS US, INC",,,LRG,57473,0,2000027875,0,12/29/23,07 01 01,NavVis IVION Processing 1 Year,96200,,SERVICES,$0.00,"$3,437.50",$0.00,$0.00,
,"NAVVIS US, INC",,,LRG,57473,0,2000027875,0,12/29/23,08 01 01,tax,96200,,SERVICES,$0.00,"$1,341.25",$0.00,$0.00,
,NCAA,,,LRG,2968,1,2000027693,1,11/20/23,01 01 01,FY23/24 NCAA Division I Wrestling Champ,96100,,SERVICES,$0.00,"$51,700.00",$0.00,$0.00,
,NETDOCUMENTS SOFTWARE INC,,,LRG,56291,1,2000025987,1,9/15/23,01 01 01,Subscriptions to NetDocument's Cloud-bas,92000,,IT,$0.00,$0.00,$0.00,"$18,000.00",
,NETDOCUMENTS SOFTWARE INC,,,LRG,56291,0,2000025987,0,9/15/23,02 01 01,"Subscriptions to NetDocument's ""Collabsp",92000,,IT,$0.00,$0.00,$0.00,"$1,920.00",
,NETWORK INTERPRETING SERV,,,LRG,54606,1,2000023817,1,5/24/22,02 01 01,Interpreting Services $75/hr mileage - $,92400,,SERVICES,$0.00,$345.24,$0.00,$0.00,
,NEW LIFE BATH & KITCHEN R,,,LRG,57324,1,2000027851,1,12/18/23,01 01 01,Emergency Work at Engineering West Build,96200,,SERVICES,$0.00,"$158,524.52",$0.00,$0.00,
,NEW MEXICO HIGHER EDUCATI,,,LRG,47440,1,2000026771,1,7/17/23,01 01 01,NM State Authorization,92400,,SERVICES,$0.00,"$5,000.00",$0.00,$0.00,
,"NEW RELIC, INC.",,,LRG,44727,1,2000027324,1,9/27/23,01 01 01,New Relic Savings Plan Incremental Commi,96200,,SERVICES,$0.00,"$9,000.00",$0.00,$0.00,
,"NEW RELIC, INC.",,,LRG,44727,0,2000028294,1,2/29/24,01 01 01,New Relic Savings Plan Commitment Fee ne,96200,,SERVICES,$0.00,"$73,414.72",$0.00,$0.00,
CAL,NEWARK ELECTRONICS,,,LRG,1164,1,2000026896,1,8/9/23,01 01 01,Multifunction I/O Device 16 bit 2MSPS 32,20400,,IT,$0.00,$0.00,$0.00,"$4,091.21",
,NEWTERRA CORPORATION INC.,,,LRG,57825,1,2000028051,1,2/19/24,01 01 01,Trip 1 - CCMS Water System Siemens Upgra,96200,,SERVICES,$0.00,"$6,429.50",$0.00,$0.00,
,NEWTERRA CORPORATION INC.,,,LRG,57825,0,2000028051,0,2/19/24,02 01 01,Trip 2 - CCMS Water System Siemens Upgra,96200,,SERVICES,$0.00,"$3,683.20",$0.00,$0.00,
,NILES BOLTON ASSOC INC,,,LRG,42247,1,2000027828,1,12/15/23,01 01 01,MH7748 UH Occupancy Increase for ytt 171,96200,,SERVICES,$0.00,"$6,600.00",$0.00,$0.00,
,"NISHISAKA,MORGAN-WTHD",,,LRG,56898,1,2000026848,1,7/24/23,01 01 01,Registered Dietitian Services  Assist Sc,96200,,SERVICES,$0.00,"$35,000.00",$0.00,$0.00,
,"NISHISAKA,MORGAN-WTHD",,,LRG,56898,0,2000026848,0,7/24/23,01 01 01,Registered Dietitian Services  Assist Sc,96200,,SERVICES,$0.00,"$15,000.00",$0.00,$0.00,
,"NISHISAKA,MORGAN-WTHD",,,LRG,56898,0,2000026848,0,7/24/23,01 01 01,Registered Dietitian Services  Assist Sc,96200,,SERVICES,$0.00,"$5,638.00",$0.00,$0.00,
,NOLDUS INFORMATION TECHNO,,,LRG,33649,1,2000027503,1,10/24/23,01 01 01,Version 16 Upgrade to Main License,92000,,IT,$0.00,$0.00,$0.00,"$2,611.00",
,NOLDUS INFORMATION TECHNO,,,LRG,33649,0,2000027503,0,10/24/23,02 01 01,Version 8 Upgrade for coder licenses,92000,,IT,$0.00,$0.00,$0.00,$602.00,
,NOLDUS INFORMATION TECHNO,,,LRG,33649,0,2000028182,1,2/23/24,01 01 01,NoldusCare for License 10782,92045,,IT,$0.00,$0.00,$0.00,"$3,561.00",
,NOLDUS INFORMATION TECHNO,,,LRG,33649,0,2000028182,0,2/23/24,02 01 01,NoldusCare for License 07760,92045,,IT,$0.00,$0.00,$0.00,$456.00,
,NOLDUS INFORMATION TECHNO,,,LRG,33649,0,2000028182,0,2/23/24,03 01 01,NoldusCare for License 08066,92045,,IT,$0.00,$0.00,$0.00,$456.00,
,NORDHEALTH FINLAND OY,,,LRG,56955,1,2000026984,1,8/31/23,01 01 01,Provet Software - This software will upd,20800,,IT,$0.00,$0.00,$0.00,"$4,092.00",
,NORMAN S WRIGHT DUCKWORTH,,,LRG,35059,1,2000027094,1,8/25/23,01 01 01,Model GB - 420 Exhaust Fan Assembly,57800,,SERVICES,$0.00,"$7,378.80",$0.00,$0.00,
,NORMAN S WRIGHT DUCKWORTH,,,LRG,35059,0,2000027214,1,9/11/23,01 01 01,SP6397 Install HVAC for tents (Price Inc,96200,,SERVICES,$0.00,"$164,012.06",$0.00,$0.00,
,NORMAN S WRIGHT DUCKWORTH,,,LRG,35059,0,2000027214,0,9/11/23,01 01 01,SP6397 Install HVAC for tents (Price Inc,96200,,SERVICES,$0.00,"-$24,200.96",$0.00,$0.00,
,NORMAN S WRIGHT DUCKWORTH,,,LRG,35059,0,2000027221,1,9/12/23,01 01 01,(2) 5 HP HHW Pump w/ integrated VFD,57800,,SERVICES,$0.00,"$17,556.83",$0.00,$0.00,
,NORMAN S WRIGHT DUCKWORTH,,,LRG,35059,0,2000027922,1,1/9/24,01 01 01,HWP-1 - Closed Coupled Vertical In-Line,96200,,SERVICES,$0.00,"$25,611.30",$0.00,$0.00,
,NORMAN S WRIGHT DUCKWORTH,,,LRG,35059,0,2000028054,1,1/30/24,01 01 01,HWP - 2 Closed Coupled Vertical In-Line,96200,,SERVICES,$0.00,"$22,715.55",$0.00,$0.00,
,NORMAN S WRIGHT DUCKWORTH,,,LRG,35059,0,2000028266,1,2/22/24,01 01 01,Split-Coupled Vertical In-line Pump - Ta,57800,,SERVICES,$0.00,"$10,623.11",$0.00,$0.00,
,"NORQUIST,ANNIKA-WTHD",,,LRG,57156,1,2000027603,1,11/3/23,01 01 01,Orchesis Archive Photos,96200,,SERVICES,$0.00,$250.00,$0.00,$0.00,
,"NORQUIST,ANNIKA-WTHD",,,LRG,57156,0,2000028421,1,3/19/24,01 01 01,Orchesis Spring dance concert headshots,96200,,SERVICES,$0.00,$200.00,$0.00,$0.00,
,NORTH CAROLINA STATE UNIV,,,LRG,38034,1,2000027116,1,8/28/23,01 01 01,FSLI Program Fee - Ann De Lay 2023-25,96200,,SERVICES,$0.00,"$24,000.00",$0.00,$0.00,
,NORTH CAROLINA STATE UNIV,,,LRG,38034,0,2000027134,1,8/29/23,01 01 01,FSLI Program Fee,96200,,SERVICES,$0.00,"$24,000.00",$0.00,$0.00,
MB,"NORTH COAST ENGR, INC","NORTH COAST ENGINEERING, INC",MB,MB,17593,1,2000026043,1,4/28/23,01 01 01,FR7675 Performing Arts Center Plaza - 00,96200,,SERVICES,$0.00,"-$7,000.00",$0.00,$0.00,
MB,"NORTH COAST ENGR, INC","NORTH COAST ENGINEERING, INC",MB,MB,17593,0,2000028407,1,3/28/24,01 01 01,MJ0086 Chumash Renovation (LUMP SUM) Top,96200,,SERVICES,$0.00,"$4,685.00",$0.00,$0.00,
OSB,NOSEBEARD ENTPRS DBA SLO,,,LRG,35432,1,2000022924,1,1/28/22,03 01 01,Mustang Shuttle Service FY 23-24,55600,,SERVICES,$0.00,"$580,000.00",$0.00,$0.00,
OSB,NOSEBEARD ENTPRS DBA SLO,,,LRG,35432,0,2000025997,1,4/11/23,09 01 01,Fuel Surcharge TBD,55600,,SERVICES,$0.00,-$1.00,$0.00,$0.00,
OSB,NOSEBEARD ENTPRS DBA SLO,,,LRG,35432,0,2000026701,1,7/3/23,01 01 01,#P/3774 25 Passenger Shuttles for Move-I,96200,,SERVICES,$0.00,"$7,830.00",$0.00,$0.00,
OSB,NOSEBEARD ENTPRS DBA SLO,,,LRG,35432,0,2000026701,0,7/3/23,01 01 01,#P/3774 25 Passenger Shuttles for Move-I,96200,,SERVICES,$0.00,"$2,414.47",$0.00,$0.00,
OSB,NOSEBEARD ENTPRS DBA SLO,,,LRG,35432,0,2000026701,0,7/3/23,02 01 01,#P/3775 25 Passenger Shuttles for Move-I,96200,,SERVICES,$0.00,"$7,830.00",$0.00,$0.00,
OSB,NOSEBEARD ENTPRS DBA SLO,,,LRG,35432,0,2000026831,1,7/21/23,01 01 01,Prevost Motor Coach trip from Los Angele,55600,,SERVICES,$0.00,"$2,750.00",$0.00,$0.00,
OSB,NOSEBEARD ENTPRS DBA SLO,,,LRG,35432,0,2000026831,0,7/21/23,02 01 01,Prevost Motor Coach trip from Cal Poly C,55600,,SERVICES,$0.00,"$2,750.00",$0.00,$0.00,
OSB,NOSEBEARD ENTPRS DBA SLO,,,LRG,35432,0,2000026831,0,7/21/23,03 01 01,Prevost Motor Coach trip from Millbrae C,55600,,SERVICES,$0.00,"$2,983.50",$0.00,$0.00,
OSB,NOSEBEARD ENTPRS DBA SLO,,,LRG,35432,0,2000026831,0,7/21/23,04 01 01,Prevost Motor Coach trip from Cal Poly C,55600,,SERVICES,$0.00,"$2,983.50",$0.00,$0.00,
OSB,NOSEBEARD ENTPRS DBA SLO,,,LRG,35432,0,2000026831,0,7/21/23,05 01 01,Fuel Surcharge - TBD,55600,,SERVICES,$0.00,$132.87,$0.00,$0.00,
OSB,NOSEBEARD ENTPRS DBA SLO,,,LRG,35432,0,2000027714,1,11/29/23,01 01 01,Thanksgiving Mustang Express - DEPT,55600,,SERVICES,$0.00,"$24,135.11",$0.00,$0.00,
OSB,NOSEBEARD ENTPRS DBA SLO,,,LRG,35432,0,2000027714,0,11/29/23,02 01 01,Thanksgiving Mustang Express - RET,55600,,SERVICES,$0.00,"$28,486.00",$0.00,$0.00,
OSB,NOSEBEARD ENTPRS DBA SLO,,,LRG,35432,0,2000027714,0,11/29/23,03 01 01,Winter Mustang Express - DEPT,55600,,SERVICES,$0.00,"$24,349.00",$0.00,$0.00,
OSB,NOSEBEARD ENTPRS DBA SLO,,,LRG,35432,0,2000027714,0,11/29/23,04 01 01,Winter Mustang Express - RET,55600,,SERVICES,$0.00,"$24,428.49",$0.00,$0.00,
OSB,NOSEBEARD ENTPRS DBA SLO,,,LRG,35432,0,2000027714,0,11/29/23,04 01 01,Winter Mustang Express - RET,55600,,SERVICES,$0.00,"$3,000.00",$0.00,$0.00,
OSB,NOSEBEARD ENTPRS DBA SLO,,,LRG,35432,0,2000028068,1,2/9/24,01 01 01,55 Seat 6/15 Prevost Motor Coach ADA,96200,,SERVICES,$0.00,"$2,782.00",$0.00,$0.00,
OSB,NOSEBEARD ENTPRS DBA SLO,,,LRG,35432,0,2000028068,0,2/9/24,02 01 01,55 Seat 6/15 Prevost Motor Coach,96200,,SERVICES,$0.00,"$2,782.00",$0.00,$0.00,
OSB,NOSEBEARD ENTPRS DBA SLO,,,LRG,35432,0,2000028068,0,2/9/24,03 01 01,29 Seat 6/15 Charter Bus,96200,,SERVICES,$0.00,"$2,236.00",$0.00,$0.00,
OSB,NOSEBEARD ENTPRS DBA SLO,,,LRG,35432,0,2000028068,0,2/9/24,04 01 01,25 Seat 6/15 Charter Bus ADA,96200,,SERVICES,$0.00,"$2,236.00",$0.00,$0.00,
OSB,NOSEBEARD ENTPRS DBA SLO,,,LRG,35432,0,2000028068,0,2/9/24,05 01 01,12 Seat 6/15 Charter Bus ADA,96200,,SERVICES,$0.00,"$2,080.00",$0.00,$0.00,
OSB,NOSEBEARD ENTPRS DBA SLO,,,LRG,35432,0,2000028068,0,2/9/24,06 01 01,55 Seat 6/16 Prevost Motor Coach ADA,96200,,SERVICES,$0.00,"$2,782.00",$0.00,$0.00,
OSB,NOSEBEARD ENTPRS DBA SLO,,,LRG,35432,0,2000028068,0,2/9/24,07 01 01,55 Seat 6/16 Prevost Motor Coach,96200,,SERVICES,$0.00,"$2,782.00",$0.00,$0.00,
OSB,NOSEBEARD ENTPRS DBA SLO,,,LRG,35432,0,2000028068,0,2/9/24,08 01 01,29 Seat 6/16 Charter Bus,96200,,SERVICES,$0.00,"$2,236.00",$0.00,$0.00,
OSB,NOSEBEARD ENTPRS DBA SLO,,,LRG,35432,0,2000028068,0,2/9/24,09 01 01,25 Seat 6/16 Charter Bus ADA,96200,,SERVICES,$0.00,"$2,236.00",$0.00,$0.00,
OSB,NOSEBEARD ENTPRS DBA SLO,,,LRG,35432,0,2000028068,0,2/9/24,10 01 01,12 Seat 6/16 Charter Bus ADA,96200,,SERVICES,$0.00,"$2,080.00",$0.00,$0.00,
OSB,NOSEBEARD ENTPRS DBA SLO,,,LRG,35432,0,2000028387,1,3/14/24,01 01 01,Charter Bus 25 Seats Madonna Route (Holl,96200,,SERVICES,$0.00,"$2,752.00",$0.00,$0.00,
OSB,NOSEBEARD ENTPRS DBA SLO,,,LRG,35432,0,2000028387,0,3/14/24,02 01 01,Charter Bus 25 Seats LOVR Route (Bishop,96200,,SERVICES,$0.00,"$2,752.00",$0.00,$0.00,
OSB,NOSEBEARD ENTPRS DBA SLO,,,LRG,35432,0,2000028387,0,3/14/24,03 01 01,Charter Bus 25 Seats Grand Route 4/12/24,96200,,SERVICES,$0.00,"$2,752.00",$0.00,$0.00,
OSB,NOSEBEARD ENTPRS DBA SLO,,,LRG,35432,0,2000028387,0,3/14/24,04 01 01,Charter Bus 12 Seats Vista Grande Dining,96200,,SERVICES,$0.00,"$2,560.00",$0.00,$0.00,
,"NOVAKOWSKI JR,FRANK A-WTH",,,LRG,55042,1,2000027031,1,8/21/23,01 01 01,Instructor for Modeling Workshop July 10,92400,,SERVICES,$0.00,"$4,500.00",$0.00,$0.00,
,"NTC, INC.",,,LRG,56906,1,2000026909,1,10/4/23,01 01 01,Monthly NTCI for FMCSA drug and alcohol,96200,,SERVICES,$0.00,"$7,200.00",$0.00,$0.00,
,"NTC, INC.",,,LRG,56906,0,2000026909,0,10/4/23,02 01 01,Additional services- Consultation fee be,96200,,SERVICES,$0.00,"$5,000.00",$0.00,$0.00,
,"NTC, INC.",,,LRG,56906,0,2000026909,0,10/4/23,03 01 01,On- Site Visit Not to exceed ($5000),96200,,SERVICES,$0.00,"$5,000.00",$0.00,$0.00,
,N'TL CTR FOR FACULTY DEVE,,,LRG,53788,1,2000026708,1,7/3/23,01 01 01,Institutional Membership Drive (November,96200,,SERVICES,$0.00,"$15,750.00",$0.00,$0.00,
,"NUNES,STEPHANIE-WTHD",,,LRG,19344,1,2000026849,1,7/24/23,01 01 01,Registered Dietitian Services Assist Sco,96200,,SERVICES,$0.00,"$35,000.00",$0.00,$0.00,
,"OAKLEY,SAM DBA THE OAKLEY",,,LRG,57787,1,2000028126,1,2/21/24,01 01 01,SR7661 Streetscape Grand Ave N Perimeter,96200,,SERVICES,$0.00,"$3,600.00",$0.00,$0.00,
,"OAKLEY,SAM DBA THE OAKLEY",,,LRG,57787,0,2000028332,1,3/5/24,01 01 01,MJ0097 Housing Program - Tree Inventory,96200,,SERVICES,$0.00,"$5,650.00",$0.00,$0.00,
,OCCUSPACE INC.,,,LRG,56788,1,2000026661,1,7/10/23,01 01 01,SP6397 Kennedy Library Renovation-Provid,96200,,SERVICES,$0.00,"$4,500.00",$0.00,$0.00,
,OCLC INC,,,LRG,190,1,2000014037,1,8/17/17,05 01 01,Blanket PO for FY 21-22 & 22-23 for Digi,92400,,SERVICES,$0.00,"$10,000.00",$0.00,$0.00,
,"OGILVIE,BRUCE-WTHD",,,LRG,30705,1,2000027450,1,10/10/23,01 01 01,Bruce Ogilvie - West African Dance Works,96200,,SERVICES,$0.00,$300.00,$0.00,$0.00,
,OHIO STATE UNIV COLLEGE O,,,LRG,52841,1,2000027723,1,12/1/23,01 01 01,HECAOD Campus Membership (ScreenU Renewa,96200,,SERVICES,$0.00,"$2,500.00",$0.00,$0.00,
,OLD SAN LUIS BBQ COMPANY,,,LRG,34855,1,2000028392,1,3/20/24,01 01 01,Catering for Poly Royal VIP on Wednesday,96115,,SERVICES,$0.00,"$12,000.00",$0.00,$0.00,
,OLOGIE INC.,,,LRG,57546,1,2000027841,1,12/14/23,01 01 01,Branding and Marketing Services,91800,,SERVICES,$0.00,"$300,000.00",$0.00,$0.00,
,"ON YOUR FEET USA, LLC.",,,LRG,40543,1,2000027151,1,8/31/23,01 01 01,Fall Faculty ACE Session,96200,,SERVICES,$0.00,"$3,750.00",$0.00,$0.00,
,"ON YOUR FEET USA, LLC.",,,LRG,40543,0,2000027151,0,8/31/23,01 01 02,Fall Faculty ACE Session,96200,,SERVICES,$0.00,"$3,750.00",$0.00,$0.00,
,"ON YOUR FEET USA, LLC.",,,LRG,40543,0,2000027151,0,8/31/23,02 01 01,WOW 2023 Session,96200,,SERVICES,$0.00,"$3,750.00",$0.00,$0.00,
,"ON YOUR FEET USA, LLC.",,,LRG,40543,0,2000027151,0,8/31/23,02 01 02,WOW 2023 Session,96200,,SERVICES,$0.00,"$3,750.00",$0.00,$0.00,
,ONEPOINTE SOLUTIONS LLC,,,LRG,55665,1,2000025261,1,12/16/22,03 01 01,FN7439 CAFES-Renovate existing lab 011-1,96200,,SERVICES,$0.00,"-$4,000.00",$0.00,$0.00,
,ONEPOINTE SOLUTIONS LLC,,,LRG,55665,0,2000025261,0,12/16/22,06 01 01,FN7439 CAFES-Renovate existing lab 011-1,96200,,SERVICES,$0.00,"$21,430.57",$0.00,$0.00,
,"OPEN SPECTRUM, INC.",,,LRG,40661,1,2000026656,1,7/10/23,01 01 01,SP7683 Network Infrastructure Renewal  D,96200,,SERVICES,$0.00,"$7,000.00",$0.00,$0.00,
,"OPEN SPECTRUM, INC.",,,LRG,40661,0,2000027075,1,8/30/23,01 01 01,Network Infrastructure Renewal  - Projec,96200,,SERVICES,$0.00,"$78,000.00",$0.00,$0.00,
,"OPEN SPECTRUM, INC.",,,LRG,40661,0,2000027075,0,8/30/23,02 01 01,Design Package with Product Recommendati,96200,,SERVICES,$0.00,"$30,000.00",$0.00,$0.00,
,OPENPATH SECURITY INC.,,,LRG,57322,1,2000027662,1,11/14/23,01 01 01,Pac of 10 - Basic (SW-BSC-P10),96200,,SERVICES,$0.00,"$1,200.00",$0.00,$0.00,
,ORCHARD SOFTWARE,,,LRG,15567,1,2000026678,1,7/5/23,01 01 01,Annual Harvest Sliver Level,20800,,IT,$0.00,$0.00,$0.00,"$10,399.65",
