Report ID:,CSUPO001,SLCMP - Cal Poly San Luis Obispo,Page No :,1,,,,,,,,,,
MB,56441,EXPRESS SIGN & NEON,2000026486,5/25/23,04 01 01,Change Order #1 Pedestrian Signs (Materi,96200,,0,"8,844.00",0,0,8,2023
MB,56441,EXPRESS SIGN & NEON,2000026486,5/25/23,04 01 01,Change Order #1 Pedestrian Signs (Materi,96200,,0,100,0,0,9,2023
MB,56441,EXPRESS SIGN & NEON,2000026486,5/25/23,05 01 01,Change Order #1 Mark up,96200,,0,"1,824.60",0,0,9,2023
MB,56441,EXPRESS SIGN & NEON,2000026763,7/21/23,01 01 01,Wayfinding Signs Installation and demoli,96200,,0,"217,600.00",0,0,1,2023
MB,56441,EXPRESS SIGN & NEON,2000026763,7/21/23,02 01 01,Change Order #1-Demolition on (3) (E) ma,96200,,0,"3,003.43",0,0,8,2023
MB,56441,EXPRESS SIGN & NEON,2000027937,1/16/24,01 01 01,MJ0099 Space Recapture (LUMP SUM) Monume,96200,,0,"16,320.00",0,0,7,2023
MB,56441,EXPRESS SIGN & NEON,2000028114,2/14/24,01 01 01,MJ0075 Building 19 Signage Express Sign,96200,,0,"16,320.00",0,0,8,2023
,40594,"FACTSET RESEARCH SYSTEMS,",2000027012,8/14/23,01 01 01,Monthly Service Fee,96200,,0,"15,000.00",0,0,2,2023
CAL/LOC,1532,FARWEST STORAGE CONTAINER,2000025537,7/10/23,03 01 01,Additional Rental Time,96200,,0,"7,000.00",0,0,1,2023
CAL/LOC,1532,FARWEST STORAGE CONTAINER,2000027066,8/21/23,01 01 01,Delivery & Pick-up,96200,,0,240,0,0,2,2023
CAL/LOC,1532,FARWEST STORAGE CONTAINER,2000027066,8/21/23,02 01 01,Relocate Container Onsite,96200,,0,75,0,0,2,2023
CAL/LOC,1532,FARWEST STORAGE CONTAINER,2000027066,8/21/23,03 01 01,September Rent (2 Month Minimum),96200,,0,150,0,0,2,2023
CAL/LOC,1532,FARWEST STORAGE CONTAINER,2000027066,8/21/23,04 01 01,Sept. 2023 Rent,96200,,0,75,0,0,2,2023
CAL/LOC,1532,FARWEST STORAGE CONTAINER,2000027066,8/21/23,05 01 01,Oct. 2023 Rent,96200,,0,75,0,0,2,2023
CAL/LOC,1532,FARWEST STORAGE CONTAINER,2000027066,8/21/23,05 01 01,Oct. 2023 Rent,96200,,0,-22.5,0,0,5,2023
CAL/LOC,1532,FARWEST STORAGE CONTAINER,2000027066,8/21/23,06 01 01,Nov. 2023 Rent,96200,,0,75,0,0,2,2023
CAL/LOC,1532,FARWEST STORAGE CONTAINER,2000027066,8/21/23,07 01 01,Dec. 2023 Rent,96200,,0,75,0,0,2,2023
CAL/LOC,1532,FARWEST STORAGE CONTAINER,2000027066,8/21/23,08 01 01,Jan. 2024 Rent,96200,,0,75,0,0,2,2023
CAL/LOC,1532,FARWEST STORAGE CONTAINER,2000027066,8/21/23,09 01 01,Feb. 2024 Rent,96200,,0,75,0,0,2,2023
CAL/LOC,3366,FASTENAL CO,2000027003,8/15/23,01 01 01,Ceiling Tiles Per Invoice No. CALUI11736,57800,,"7,516.80",0,0,0,2,2023
CAL/LOC,3366,FASTENAL CO,2000027341,10/5/23,01 01 01,MSA Altair 5X 4-gas Industrial Multi Gas,57800,,"7,196.45",0,0,0,3,2023
CAL/LOC,3366,FASTENAL CO,2000027341,10/5/23,02 01 01,MSA 25ft tubing with quick disconnect  F,57800,,536.25,0,0,0,3,2023
,55155,"FEDERATED WIRELESS, INC.",2000027706,11/27/23,01 01 01,PW Network (Custom) 5G Network at Cal Po,96200,,0,"64,425.00",0,0,5,2023
,55155,"FEDERATED WIRELESS, INC.",2000027706,11/27/23,02 01 01,Annual Services (Year 1) for 5G Network,96200,,0,"11,175.00",0,0,5,2023
,55155,"FEDERATED WIRELESS, INC.",2000027706,11/27/23,03 01 01,Annual Services (Year 2) for 5G Network,96200,,0,"7,425.00",0,0,5,2023
,55155,"FEDERATED WIRELESS, INC.",2000027706,11/27/23,04 01 01,Annual Services (Year 3) for 5G Network,96200,,0,"7,425.00",0,0,5,2023
,44424,FEHR & PEERS,2000027241,9/30/23,01 01 01,SP0077 TDM CREATION - CIRCULATION MASTER,96200,,0,"185,000.00",0,0,3,2023
,44424,FEHR & PEERS,2000027241,9/30/23,02 01 01,SP0077 TDM CREATION -  Vehicle Miles Tra,96200,,0,"80,000.00",0,0,3,2023
,44424,FEHR & PEERS,2000027909,1/5/24,01 01 01,SP0084 Evaluate intersection alternative,96200,,0,"34,000.00",0,0,7,2023
,44424,FEHR & PEERS,2000028123,2/8/24,01 01 01,MJ0079 Refresh Parking Lot A-1 - Produce,96200,,0,"9,000.00",0,0,8,2023
,6546,FEI COMPANY,2000028399,3/25/24,01 01 01,SEM W QUANTA Contract Period: 04/15/24 T,96200,,0,"24,153.00",0,0,9,2023
,52748,FELIX LIGHTING CORPORATIO,2000025651,2/24/23,01 01 01,Robin Spikie+ (black 100-240V/50-60Hz ET,85500,,74.22,0,0,0,5,2023
CAL,6437,FENCE FACTORY,2000026744,7/18/23,01 01 01,Fencing per quote dated 7/8/2023,96200,,0,"3,769.00",0,0,1,2023
CAL,6437,FENCE FACTORY,2000026751,7/13/23,01 01 01,Fence Rentals 9/2 BBQ,96200,,0,"2,774.00",0,0,1,2023
CAL,6437,FENCE FACTORY,2000026751,7/13/23,02 01 01,Fence Rentals 9/16 BBQ,96200,,0,"2,774.00",0,0,1,2023
CAL,6437,FENCE FACTORY,2000026751,7/13/23,03 01 01,Fence Rentals 9/30 BBQ,96200,,0,"2,774.00",0,0,1,2023
CAL,6437,FENCE FACTORY,2000026751,7/13/23,04 01 01,Fence Rentals 10/7 BBQ,96200,,0,"2,774.00",0,0,1,2023
CAL,6437,FENCE FACTORY,2000026751,7/13/23,05 01 01,Fence Rentals 10/21 BBQ,96200,,0,"2,774.00",0,0,1,2023
CAL,6437,FENCE FACTORY,2000026751,7/13/23,06 01 01,Fence Rentals 11/18 BBQ,96200,,0,"2,774.00",0,0,1,2023
CAL,6437,FENCE FACTORY,2000026857,7/25/23,01 01 01,Fencing for commencement reception,3700,,"2,730.00",0,0,0,1,2023
CAL,6437,FENCE FACTORY,2000027183,9/6/23,01 01 01,70 Crowd Control 64 White Vinyl,96200,,0,"2,710.00",0,0,3,2023
CAL,6437,FENCE FACTORY,2000027187,9/6/23,01 01 01,Crown Control Fencing for University Hou,96200,,0,"2,800.00",0,0,3,2023
CAL,6437,FENCE FACTORY,2000027325,9/27/23,01 01 01,Furnish and install new chain link gate,96200,,0,"2,877.00",0,0,3,2023
,56884,FENCESCREEN LLC,2000026905,8/3/23,01 01 01,PALA-FPCP  Branded Fence Screen   Quote,57800,,"10,009.28",0,0,0,2,2023
,56884,FENCESCREEN LLC,2000027118,8/29/23,01 01 01,Fence Screen Per Quote #Q-83644 Dated 8/,57800,,"10,009.28",0,0,0,2,2023
CAL/LOC,123,"FERGUSON ENTERPRISES, INC",2000027717,11/29/23,01 01 01,"GT/GTS Turbine Gas Meter 3""",57800,,"6,107.63",0,0,0,5,2023
CAL/LOC,123,"FERGUSON ENTERPRISES, INC",2000027717,11/29/23,02 01 01,Freight,57800,,14.89,0,0,0,5,2023
,35014,FIELD TO TABLE EVENTS LLC,2000027552,10/31/23,01 01 01,Hors d'oeuvres,96200,,0,"1,138.50",0,0,4,2023
,35014,FIELD TO TABLE EVENTS LLC,2000027552,10/31/23,01 01 01,Hors d'oeuvres,96200,,0,-267.3,0,0,6,2023
,35014,FIELD TO TABLE EVENTS LLC,2000027552,10/31/23,02 01 01,Entree,96200,,0,"3,910.00",0,0,4,2023
,35014,FIELD TO TABLE EVENTS LLC,2000027552,10/31/23,02 01 01,Entree,96200,,0,-918,0,0,6,2023
,35014,FIELD TO TABLE EVENTS LLC,2000027552,10/31/23,03 01 01,Beverages,96200,,0,126.5,0,0,4,2023
,35014,FIELD TO TABLE EVENTS LLC,2000027552,10/31/23,03 01 01,Beverages,96200,,0,-29.7,0,0,6,2023
,35014,FIELD TO TABLE EVENTS LLC,2000027552,10/31/23,04 01 01,Table Side Coffee Tea,96200,,0,247.5,0,0,4,2023
,35014,FIELD TO TABLE EVENTS LLC,2000027552,10/31/23,04 01 01,Table Side Coffee Tea,96200,,0,-49.5,0,0,6,2023
,35014,FIELD TO TABLE EVENTS LLC,2000027552,10/31/23,05 01 01,Event Manager,96200,,0,364,0,0,4,2023
,35014,FIELD TO TABLE EVENTS LLC,2000027552,10/31/23,06 01 01,Set Up,96200,,0,864,0,0,4,2023
,35014,FIELD TO TABLE EVENTS LLC,2000027552,10/31/23,07 01 01,Service and Chefs,96200,,0,"4,320.00",0,0,4,2023
,35014,FIELD TO TABLE EVENTS LLC,2000027552,10/31/23,08 01 01,Production Charge,96200,,0,"2,369.63",0,0,4,2023
,35014,FIELD TO TABLE EVENTS LLC,2000027552,10/31/23,08 01 01,Production Charge,96200,,0,-273.13,0,0,6,2023
,35014,FIELD TO TABLE EVENTS LLC,2000027552,10/31/23,09 01 01,Sales Tax,96200,,0,887.62,0,0,4,2023
,35014,FIELD TO TABLE EVENTS LLC,2000027552,10/31/23,09 01 01,Sales Tax,96200,,0,-102.31,0,0,6,2023
,35014,FIELD TO TABLE EVENTS LLC,2000027552,10/31/23,10 01 01,Cal Poly Discount,96200,,0,"-1,097.05",0,0,4,2023
,35014,FIELD TO TABLE EVENTS LLC,2000027552,10/31/23,10 01 01,Cal Poly Discount,96200,,0,126.45,0,0,6,2023
,43061,"FIELDTURF USA, INC.",2000025809,4/11/23,03 01 01,Shipping,96200,,0,"-2,530.00",0,0,9,2023
,43061,"FIELDTURF USA, INC.",2000027791,12/11/23,01 01 01,Annual Cost for Program 4 - Year 1,96200,,0,"28,560.00",0,0,6,2023
,43061,"FIELDTURF USA, INC.",2000027791,12/11/23,01 01 02,Annual Cost for Program 4 - Year 1,96200,,0,"12,240.00",0,0,6,2023
,43061,"FIELDTURF USA, INC.",2000027791,12/11/23,02 01 01,Annual Cost for Program 4 - Year 2,96200,,0,"28,560.00",0,0,6,2023
,43061,"FIELDTURF USA, INC.",2000027791,12/11/23,02 01 02,Annual Cost for Program 4 - Year 2,96200,,0,"12,240.00",0,0,6,2023
,43061,"FIELDTURF USA, INC.",2000027791,12/11/23,03 01 01,Annual Cost for Program 4 - Year 3,96200,,0,"28,560.00",0,0,6,2023
,43061,"FIELDTURF USA, INC.",2000027791,12/11/23,03 01 02,Annual Cost for Program 4 - Year 3,96200,,0,"12,240.00",0,0,6,2023
,43061,"FIELDTURF USA, INC.",2000027791,12/11/23,04 01 01,Annual Cost for Program 4 - Year 4,96200,,0,"28,560.00",0,0,6,2023
,43061,"FIELDTURF USA, INC.",2000027791,12/11/23,04 01 02,Annual Cost for Program 4 - Year 4,96200,,0,"12,240.00",0,0,6,2023
,43061,"FIELDTURF USA, INC.",2000027791,12/11/23,05 01 01,Annual Cost for Program 4 - Year 5,96200,,0,"28,560.00",0,0,6,2023
,43061,"FIELDTURF USA, INC.",2000027791,12/11/23,05 01 02,Annual Cost for Program 4 - Year 5,96200,,0,"12,240.00",0,0,6,2023
,57974,"FILIPPIN ENGINEERING, INC",2000028314,3/7/24,01 01 01,Emergency Project Manager Support per Pr,96200,,0,"120,095.00",0,0,9,2023
,56216,"FINANCIAL AID SERVICES, L",2000025913,4/28/23,01 01 01,Verification Processing Services remote,91800,,0,"20,000.00",0,0,4,2023
CAL,127,FISHER SCIENTIFIC,2000024512,8/30/22,03 01 01,15500207 - PLANT GROWTH LIGHT MODULE Lig,49000,,"-1,744.91",0,0,0,3,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,01 01 01,12563649 - EVOS XL CORE MECHANICAL STAGE,49000,,"32,168.14",0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,01 01 01,12563649 - EVOS XL CORE MECHANICAL STAGE,49000,,-0.01,0,0,0,4,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,02 01 01,10876008 - Lab Armor Bead Bath 20L w/ be,49000,,"6,325.26",0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,03 01 01,10876006 - Lab Armor Bead Bath 14L w/bea,49000,,"2,654.08",0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,04 01 01,NC1200211 - Crypod carrier brooks brandi,49000,,"3,081.89",0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,05 01 01,01919369 - AX224/E Ohaus Adventurer AX,49000,,"2,795.88",0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,06 01 01,13636AB315A - AB315 pH/MV meter standard,49000,,994.49,0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,07 01 01,13624500 - pH all on one buffer kit,49000,,119.07,0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,08 01 01,S07886 - Saniclave - autoclave 102,49000,,"1,109.53",0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,09 01 01,10451061 - Genpure UF/UV,49000,,"9,862.21",0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,09 01 01,10451061 - Genpure UF/UV,49000,,-0.01,0,0,0,5,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,10 01 01,01914011 - ML104T,49000,,"3,360.02",0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,11 01 01,13100678 - Fisherbrand Accuspin 21R,49000,,"5,331.97",0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,11 01 01,13100678 - Fisherbrand Accuspin 21R,49000,,-0.01,0,0,0,3,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,12 01 01,FB50110 - 50 watt sonic dsmmbrtr 110V,49000,,"1,702.65",0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,12 01 01,FB50110 - 50 watt sonic dsmmbrtr 110V,49000,,-0.01,0,0,0,4,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,13 01 01,FB460 - Stand w/clamp - MDL 50 or 120,49000,,101.69,0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,14 01 01,15340170 - 850 homogenizer package,49000,,"4,788.28",0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,15 01 01,15340173 - generator 5mm,49000,,568.18,0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,16 01 01,13636XL150 - Accument XL 150 pH kit,49000,,"1,428.76",0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,17 01 01,14955163 - Variable speed mini vortex mi,49000,,337.3,0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,18 01 01,07203954 - Corning mini centrifuge 1/cs,49000,,375.57,0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,19 01 01,OWB1ABP - Minigel sys w/bep 7x8cm,49000,,"1,270.57",0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,20 01 01,14285704 - Tube rack 15-18 mm dia 24 cap,49000,,455.99,0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,21 01 01,222627773 - Clamp 2000 mL camp mL,49000,,656.63,0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,21 01 01,222627773 - Clamp 2000 mL camp mL,49000,,-0.01,0,0,0,3,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,22 01 01,142724B - Shaker pltfrm clmp 250mL flask,49000,,196.91,0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,23 01 01,NDLPLUSUSCA - Nanodrop Lite Plus UV Spec,49000,,"6,994.66",0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,24 01 01,88861021 - Multiplatform shaker US plug,49000,,771.69,0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,25 01 01,88860022 - Isotemp dry bath 2 block 120V,49000,,440.2,0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,26 01 01,11 500 154 - Stirrer Digital Display 5x7,49000,,630.93,0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,26 01 01,11 500 154 - Stirrer Digital Display 5x7,49000,,-55.19,0,0,0,4,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,27 01 01,S94792F - FSE portable 900Gx0.1G,49000,,218.28,0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,27 01 01,S94792F - FSE portable 900Gx0.1G,49000,,-0.01,0,0,0,3,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,28 01 01,S40040 - Bal harvrd trp 1 beam g SS plat,49000,,352.1,0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,29 01 01,11675210 - MaxQ 6000 DGTL stkbl refr shk,49000,,"11,196.74",0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,30 01 01,01922176 - Electronic balance PX85,49000,,"4,495.81",0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,31 01 01,NC1349127 - LX-200 WITH XPONENT 3.1,49000,,"61,969.05",0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,32 01 01,05405000 - R-100 C Scholar Bundle,49000,,"6,611.73",0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,32 01 01,05405000 - R-100 C Scholar Bundle,49000,,-0.01,0,0,0,3,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,33 01 01,01258204 - Start maintain diy R-100,49000,,383.67,0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,34 01 01,01915007 - Analytical balance XPR36,49000,,"43,468.61",0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,35 01 01,07201060 - Corning LSE mini incubator 11,49000,,362.47,0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,36 01 01,10549170 - Furnace 16SEG/1 PROG//OTP 240,49000,,"5,274.36",0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026814,7/27/23,37 01 01,01184151 - CRVPRO4 DD vacuum pump 115V,49000,,"3,205.88",0,0,0,1,2023
CAL,127,FISHER SCIENTIFIC,2000026902,8/9/23,01 01 01,10451216 - Genpure Pro UV-TOC - Thermo S,49000,,"5,554.98",0,0,0,2,2023
CAL,127,FISHER SCIENTIFIC,2000026902,8/9/23,01 01 01,10451216 - Genpure Pro UV-TOC - Thermo S,49000,,-375.51,0,0,0,4,2023
CAL,127,FISHER SCIENTIFIC,2000026902,8/9/23,01 01 02,10451216 - Genpure Pro UV-TOC - Thermo S,49000,,"5,554.98",0,0,0,2,2023
CAL,127,FISHER SCIENTIFIC,2000026902,8/9/23,01 01 02,10451216 - Genpure Pro UV-TOC - Thermo S,49000,,-375.51,0,0,0,4,2023
CAL,127,FISHER SCIENTIFIC,2000027507,10/24/23,01 01 01,88861131 - FLAT PLATFORM W/ RUBBER MAT,49000,,91.9,0,0,0,4,2023
CAL,127,FISHER SCIENTIFIC,2000027507,10/24/23,02 01 01,15453327 - 2.5L FULL-BAFFLE FLASK KIT 1P,49000,,402.17,0,0,0,4,2023
CAL,127,FISHER SCIENTIFIC,2000027507,10/24/23,03 01 01,14285704 - TUBE RACK 15-18 MM DIA. 24CAP,49000,,455.99,0,0,0,4,2023
CAL,127,FISHER SCIENTIFIC,2000027507,10/24/23,04 01 01,11675209 - MAXQ 6000 DIGITAL STACKABL IN,49000,,"9,410.78",0,0,0,4,2023
CAL,127,FISHER SCIENTIFIC,2000027507,10/24/23,05 01 01,11675477 - MAXQ 6000 STACKING KIT,49000,,917.62,0,0,0,4,2023
CAL,127,FISHER SCIENTIFIC,2000027507,10/24/23,06 01 01,11675478 - MAXQ 6000 SEISMIC RESTRAINTS,49000,,617.96,0,0,0,4,2023
CAL,127,FISHER SCIENTIFIC,2000027507,10/24/23,07 01 01,88861051 - TUBE ROVOLVER US PLUG,49000,,267.99,0,0,0,4,2023
CAL,127,FISHER SCIENTIFIC,2000027507,10/24/23,08 01 01,142722J - COMBINATION PLATFORM 18X18IN,49000,,464.83,0,0,0,4,2023
CAL,127,FISHER SCIENTIFIC,2000027507,10/24/23,08 01 01,142722J - COMBINATION PLATFORM 18X18IN,49000,,-0.01,0,0,0,5,2023
CAL,127,FISHER SCIENTIFIC,2000027686,11/29/23,01 01 01,MJ0060 SATRC - Materials per quote 3237-,57800,,"5,284.52",0,0,0,5,2023
CAL,127,FISHER SCIENTIFIC,2000028207,2/22/24,01 01 01,FN7439 BLD 11 Lab 103 - Materials per Qu,57800,,"25,568.88",0,0,0,8,2023
CAL,127,FISHER SCIENTIFIC,2000028207,2/22/24,02 01 01,Change Order #1 per quote 4080-3927-15 d,57800,,"2,828.03",0,0,0,10,2023
,31953,FIVE STAR RAIN GUTTERS IN,2000027004,8/23/23,01 01 01,Install seamless gutters with 5 downspou,96200,,0,"17,000.00",0,0,2,2023
OSB,889,FLOOR CONNECTION,2000023632,5/3/22,02 01 01,LABOR - Install floor tile and base in F,96200,,0,-607,0,0,6,2023
OSB,889,FLOOR CONNECTION,2000023980,6/21/22,02 01 01,Change Order #1 Revive Modular Systems &,96200,,0,"2,700.00",0,0,4,2023
OSB,889,FLOOR CONNECTION,2000023980,6/21/22,03 01 01,Change Order #2 per Floor Connection pro,96200,,0,"1,410.00",0,0,8,2023
OSB,889,FLOOR CONNECTION,2000023980,6/21/22,04 01 01,Change Order #3  per Floor Connection qu,96200,,0,"39,153.00",0,0,8,2023
OSB,889,FLOOR CONNECTION,2000025373,7/28/23,02 01 01,CO#1 Cal Poly Pier Roof and Flooring Rep,96200,,0,"2,306.00",0,0,1,2023
OSB,889,FLOOR CONNECTION,2000026114,5/3/23,03 01 01,Change Order #1 Fill in missing VCT in R,96200,,0,935,0,0,5,2023
OSB,889,FLOOR CONNECTION,2000026114,5/3/23,04 01 01,Change Order #2 per quote 16463 dated 11,96200,,0,"32,976.00",0,0,6,2023
OSB,889,FLOOR CONNECTION,2000026114,5/3/23,04 01 01,Change Order #2 per quote 16463 dated 11,96200,,0,"-32,431.00",0,0,9,2023
OSB,889,FLOOR CONNECTION,2000026114,5/3/23,04 01 01,Change Order #2 per quote 16463 dated 11,96200,,0,-545,0,0,12,2023
OSB,889,FLOOR CONNECTION,2000026584,6/12/23,03 01 01,Change Order #1 Per Floor Connection Cha,96200,,0,"1,832.00",0,0,7,2023
OSB,889,FLOOR CONNECTION,2000026724,7/7/23,01 01 01,Flooring Labor per quote 16660 dated 7.6,96200,,0,"6,533.00",0,0,1,2023
OSB,889,FLOOR CONNECTION,2000026724,7/7/23,02 01 01,Flooring per quote 16660 dated 7/6/2023,57800,,"14,464.00",0,0,0,1,2023
OSB,889,FLOOR CONNECTION,2000026724,7/7/23,03 01 01,Change Order #1 - Furnish Shaw Cast and,96200,,0,"3,830.00",0,0,4,2023
OSB,889,FLOOR CONNECTION,2000026764,7/19/23,01 01 01,Furnish and install floating vinyl plank,96200,,0,"16,942.00",0,0,1,2023
OSB,889,FLOOR CONNECTION,2000026819,7/21/23,01 01 01,Carpet & Install,36000,,"25,758.00",0,0,0,1,2023
OSB,889,FLOOR CONNECTION,2000026819,7/21/23,01 01 01,Carpet & Install,36000,,"8,315.00",0,0,0,8,2023
OSB,889,FLOOR CONNECTION,2000026819,7/21/23,02 01 01,Vinyl & Install,36000,,"4,901.00",0,0,0,1,2023
OSB,889,FLOOR CONNECTION,2000026819,7/21/23,02 01 01,Vinyl & Install,36000,,"-4,901.00",0,0,0,8,2023
OSB,889,FLOOR CONNECTION,2000026906,8/10/23,01 01 01,Flooring Labor per bid number  6784 date,96200,,0,"6,648.18",0,0,2,2023
OSB,889,FLOOR CONNECTION,2000026906,8/10/23,02 01 01,Flooring material per bid 6784,57800,,"11,385.64",0,0,0,2,2023
OSB,889,FLOOR CONNECTION,2000026911,8/11/23,01 01 01,PJ7727 - 2023 Winter Storm 01 - Spanos S,96200,,0,"1,511.00",0,0,2,2023
OSB,889,FLOOR CONNECTION,2000026911,8/11/23,02 01 01,PJ7727 - 2023 Winter Storm 01 - Spanos S,57800,,"6,775.00",0,0,0,2,2023
OSB,889,FLOOR CONNECTION,2000026945,8/14/23,01 01 01,Labor to install flooring for Bldg 03 3r,96200,,0,952,0,0,2,2023
OSB,889,FLOOR CONNECTION,2000026945,8/14/23,02 01 01,Materials including tax for Building 03,57800,,"3,313.00",0,0,0,2,2023
OSB,889,FLOOR CONNECTION,2000027190,9/11/23,01 01 01,FR7863 OCOB Classroom Upgrades - 021-12A,57800,,"7,119.00",0,0,0,3,2023
OSB,889,FLOOR CONNECTION,2000027190,9/11/23,02 01 01,FR7863 OCOB Classroom Upgrades - 021-12A,96200,,0,"3,372.00",0,0,3,2023
OSB,889,FLOOR CONNECTION,2000027197,9/7/23,01 01 01,Demo existing sheet vinyl furnish and in,96200,,0,"5,329.00",0,0,3,2023
OSB,889,FLOOR CONNECTION,2000027360,10/5/23,01 01 01,FR7727  Spanos Stadium Water Damage  (LU,96200,,0,955,0,0,4,2023
OSB,889,FLOOR CONNECTION,2000027360,10/5/23,02 01 01,Change Order #1: Furnish and install Bur,96200,,0,265,0,0,5,2023
OSB,889,FLOOR CONNECTION,2000027767,12/5/23,01 01 01,Bldg. 21 Flood - Furnish and Install Wor,96200,,0,"22,641.00",0,0,6,2023
OSB,889,FLOOR CONNECTION,2000027768,12/6/23,01 01 01,Cal Poly Vet Trailer - Furnish and Insta,96200,,0,"7,413.00",0,0,6,2023
OSB,889,FLOOR CONNECTION,2000027768,12/6/23,01 01 01,Cal Poly Vet Trailer - Furnish and Insta,96200,,0,"-7,413.00",0,0,7,2023
OSB,889,FLOOR CONNECTION,2000027769,12/7/23,01 01 01,FR7890 Reno Lab Spaces- 052-0 rms D8 D9,96200,,0,"8,538.00",0,0,6,2023
OSB,889,FLOOR CONNECTION,2000027769,12/7/23,02 01 01,FR7890 Materials (tax included) Per Prop,57800,,"11,350.00",0,0,0,6,2023
OSB,889,FLOOR CONNECTION,2000028076,2/1/24,01 01 01,FR7733 Reno Women's Soccer Locker Room -,96200,,0,"8,031.00",0,0,8,2023
OSB,889,FLOOR CONNECTION,2000028130,2/13/24,01 01 01,FR7906 Update BMED BLD 192 - install flo,96200,,0,"3,950.00",0,0,8,2023
OSB,889,FLOOR CONNECTION,2000028273,3/5/24,01 01 01,FN7919 Update Offices 21-240-242 (labor),96200,,0,"3,337.00",0,0,8,2023
OSB,889,FLOOR CONNECTION,2000028273,3/5/24,02 01 01,FN7919 Update Offices 21-240-242 Materia,57800,,"3,763.00",0,0,0,8,2023
OSB,889,FLOOR CONNECTION,2000028291,3/6/24,01 01 01,FR7534 Business Building Dean's Suite -,96200,,0,"16,823.00",0,0,9,2023
,43229,FLOW LLC-WTHD,2000028211,2/19/24,01 01 01,True Colors and Communication Workshop 2,96200,,0,607.5,0,0,8,2023
LOC,10522,FLUID RESOURCE MGMT INC,2000027594,11/1/23,01 01 01,PAC Center Storm Water Pump install. Tax,96200,,0,"4,985.00",0,0,5,2023
,6475,FLUKE ELECTRONICS CORPORA,2000026925,8/3/23,01 01 01,FLUKE 3-YR GOLD SUPPORT CFP-SM-ADD Produ,96200,,0,"2,916.00",0,0,2,2023
